CREATE DATABASE IF NOT EXISTS dummyweatherdatadb;
USE dummyweatherdatadb;
DROP TABLE IF EXISTS weatherdata;
CREATE TABLE IF NOT EXISTS weatherdata (date DATE NOT NULL, time TIME NOT NULL, temperature FLOAT(24) NOT NULL);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190701', 000000, 19.570177154875864);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 110000, 23.099810328513183);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 111500, 23.22277510590223);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 113000, 23.349074891539402);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 114500, 23.14115479834453);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 120000, 23.197757691976886);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 121500, 23.59773882004427);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 123000, 23.50872304396836);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 124500, 23.40849204789943);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 130000, 24.043843467086337);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 131500, 24.114961500058406);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 133000, 23.71901254899228);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 134500, 24.315391341527338);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 140000, 23.926797302242754);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 141500, 23.840224802300686);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 143000, 24.35641297218005);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 144500, 24.4602983442359);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 150000, 23.96459614820115);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 151500, 23.817008929451877);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 153000, 24.177582171110384);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 154500, 24.303976101002);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 160000, 24.190800490674338);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 161500, 24.47674528263675);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 163000, 24.31100487241954);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 164500, 24.132121318998266);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 170000, 23.842595815509874);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 171500, 23.760812972208722);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 173000, 23.6189408173885);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 174500, 23.924807717804388);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 180000, 23.801852728749985);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 181500, 23.43199537238979);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 183000, 23.49915594958439);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 184500, 23.54606756653045);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 190000, 23.38358656702848);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 191500, 23.345085998496504);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 193000, 23.348956988057797);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 194500, 23.050074393965453);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 200000, 22.867710035006827);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 201500, 22.725581605404393);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 203000, 22.657402233596596);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 204500, 22.486499540995442);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 210000, 22.42008088079691);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 211500, 22.25793135865084);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 213000, 22.14838782542596);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 214500, 21.989418780435642);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 220000, 21.901450429180663);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 221500, 21.753186400764356);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 223000, 21.569137985637088);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 224500, 21.497022991813076);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 230000, 21.32497727384202);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 231500, 21.095777138682216);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 233000, 20.91922941537242);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 234500, 21.031829865987554);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 000000, 20.708945021575385);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 001500, 20.77419505838101);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 003000, 20.42940260928469);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 004500, 20.75941738888637);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 010000, 20.182555391262568);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 011500, 20.35261238798591);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 013000, 20.62227254774904);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 014500, 20.06504735865198);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 020000, 20.15286610250715);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 021500, 20.281515712476622);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 023000, 20.144149522240873);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 024500, 19.911609780461337);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 030000, 20.402604753319263);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 031500, 20.03522010024126);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 033000, 19.735768965169314);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 034500, 20.252407671996302);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 040000, 19.96847539279326);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 041500, 19.66672967811142);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 043000, 20.050664458464603);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 044500, 19.83200123742082);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 050000, 19.81630935732647);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 051500, 20.396017025144538);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 053000, 20.275548954163867);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 054500, 20.32067499195661);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 060000, 20.543357159722937);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 061500, 20.385032788745423);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 063000, 20.482127149869843);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 064500, 20.609271095134453);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 070000, 20.749130561583677);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 071500, 20.822741335303522);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 073000, 20.961363701675943);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 074500, 21.111686485792);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 080000, 21.17938252820124);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 081500, 21.363899805261692);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 083000, 21.342531493863078);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 084500, 21.504290149080727);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 090000, 21.582159016366937);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 091500, 21.714639701108762);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 093000, 21.85370422800036);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 094500, 21.989351057251312);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 100000, 22.1245135556862);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 101500, 22.2206574748598);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 103000, 22.316178989679592);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 104500, 22.5260370076308);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 110000, 22.688061154758657);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 111500, 22.82526896774834);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 113000, 22.712569166508988);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 114500, 23.017253740913432);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 120000, 23.22442544976808);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 121500, 23.376802023675346);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 123000, 23.323007165711914);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 124500, 23.41667646918689);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 130000, 23.200921410424534);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 131500, 23.348682349129927);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 133000, 23.50959885401355);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 134500, 23.35245157439985);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 140000, 23.4656898521754);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 141500, 23.75740314408596);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 143000, 24.122926376203278);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 144500, 23.626009781645536);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 150000, 23.854564664668068);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 151500, 23.7408688880274);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 153000, 23.497676387726916);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 154500, 23.91487642590862);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 160000, 23.96474536970686);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 161500, 23.73258910385627);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 163000, 23.86907441994654);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 164500, 23.65198320479171);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 170000, 23.323257465202055);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 171500, 23.29251914470972);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 173000, 23.489945982132127);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 174500, 23.44070616836722);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 180000, 23.492634025868142);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 181500, 23.153054836626772);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 183000, 23.463205363638636);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 184500, 23.099381135866718);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 190000, 23.16329373296455);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 191500, 22.811456718782114);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 193000, 22.86697032210147);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 194500, 22.777260953518006);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 200000, 22.72669466521812);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 201500, 22.335185357258645);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 203000, 22.285836785334677);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 204500, 22.268393317482527);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 210000, 21.99891049892813);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 211500, 21.888326333621485);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 213000, 21.782166031585852);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 214500, 21.658169679720505);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 220000, 21.50468732924904);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 221500, 21.341893042253577);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 223000, 21.25256982972321);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 224500, 21.200774996687073);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 230000, 21.02583345491441);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 231500, 20.826109716315468);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 233000, 20.891609985595597);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200605', 234500, 20.55661056431929);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200606', 000000, 20.753846418094362);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200606', 001500, 20.410834555729714);
